id,cidade,lat,lon
3520442,Ilha Solteira,-20.430977127628225,-51.2577652502078
3520509,Indaiatuba,-23.105937012554023,-47.20201221376923
3520608,Indiana,-22.13330279408118,-51.26129446113719
3520707,Indiaporã,-19.947380646113626,-50.26308892065199
3520806,Inúbia Paulista,-21.739108700898615,-50.957197649729
3520905,Ipaussu,-23.0645508582747,-49.60764285717924
3521002,Iperó,-23.40397735712637,-47.62885295522901
3521101,Ipeúna,-22.423729052563736,-47.71529277546382
3521150,Ipiguá,-20.64798779259807,-49.40285798222962
3521200,Iporanga,-24.512429159929525,-48.54609528149528
3521309,Ipuã,-20.41697037411482,-48.0664448979737
3521408,Iracemápolis,-22.59326022266656,-47.5236995108573
3521507,Irapuã,-21.26710150097031,-49.396997601354755
3521606,Irapuru,-21.484611871574188,-51.346030402880245
3521705,Itaberá,-23.873507025818174,-49.14304290719105
3521804,Itaí,-23.47491242023874,-49.05418246427521
3521903,Itajobi,-21.35539794936516,-49.05293633104038
3522000,Itaju,-21.95112742301561,-48.793733221913875
3522109,Itanhaém,-24.091764514176855,-46.834594830807546
3522158,Itaóca,-24.617162696035393,-48.83884540049122
3522208,Itapecerica da Serra,-23.73698649015193,-46.85835965714888
3522307,Itapetininga,-23.645025011398644,-48.122812579806904
3522406,Itapeva,-23.913491802402923,-48.87121446376701
3522505,Itapevi,-23.55036774454529,-46.967452569273675
3522604,Itapira,-22.431407611576628,-46.77169789373267
3522653,Itapirapuã Paulista,-24.56844136416691,-49.222332898332745
3522703,Itápolis,-21.547800832427797,-48.81498758290824
3522802,Itaporanga,-23.6722017668901,-49.45815993334459
3522901,Itapuí,-22.25080937215502,-48.70054569990508
3523008,Itapura,-20.594712027722345,-51.43999431778185
3523107,Itaquaquecetuba,-23.46114225038607,-46.33352782818816
3523206,Itararé,-24.080160582637976,-49.30305396284469
3523305,Itariri,-24.292395689486003,-47.127855060181176
3523404,Itatiba,-23.006119945888702,-46.81395755442224
3523503,Itatinga,-23.15322582895031,-48.62896411455056
3523602,Itirapina,-22.294401574289935,-47.83359456438493
3523701,Itirapuã,-20.6571306770036,-47.169161514646376
3523800,Itobi,-21.74861449323606,-46.92161094479534
3523909,Itu,-23.306832219190863,-47.284449203045746
3524006,Itupeva,-23.146094273061408,-47.06789525229774
3524105,Ituverava,-20.329183126264304,-47.80941690564725
3524204,Jaborandi,-20.649391203412222,-48.41556249553136
3524303,Jaboticabal,-21.217910020646226,-48.287532631682765
3524402,Jacareí,-23.29794921915913,-45.99088531472192
3524501,Jaci,-20.9447346860569,-49.580551289569364
3524600,Jacupiranga,-24.777213791459225,-48.05350152365285
3524709,Jaguariúna,-22.691559977565042,-47.01231306187311
3524808,Jales,-20.285577841284567,-50.553439001069606
3524907,Jambeiro,-23.27882442764689,-45.7100773536138
3525003,Jandira,-23.544405587787168,-46.898908008657614
3525102,Jardinópolis,-20.99165683269728,-47.825850927576155
3525201,Jarinu,-23.111414851860633,-46.72096862343073
3525300,Jaú,-22.295736804390334,-48.55539238209359
3525409,Jeriquara,-20.33948420958488,-47.573543321997754
3525508,Joanópolis,-22.938595814246725,-46.20857676507833
3525607,João Ramalho,-22.277613226716685,-50.79876087684506
3525706,José Bonifácio,-21.089150133970175,-49.77891812044247
3525805,Júlio Mesquita,-21.973082969968964,-49.79282270339369
3525854,Jumirim,-23.098855540325097,-47.787403219864245
3525904,Jundiaí,-23.194074056926077,-46.912467562676156
3526001,Junqueirópolis,-21.44893050344278,-51.43469193524847
3526100,Juquiá,-24.213646461835932,-47.65310871114016
3526209,Juquitiba,-23.954656604916412,-47.02407041704773
3526308,Lagoinha,-23.085156487080717,-45.2064790405773
3526407,Laranjal Paulista,-23.011677318596814,-47.86510302420093
3526506,Lavínia,-21.150781900844883,-51.032360946413164
3526605,Lavrinhas,-22.519685250616195,-44.888522696475135
3526704,Leme,-22.17170695582528,-47.337048260646824
3526803,Lençóis Paulista,-22.675498757970036,-48.82444554586806
3526902,Limeira,-22.598124472500064,-47.36322245639603
3527009,Lindóia,-22.512886493872777,-46.65427611121733
3527108,Lins,-21.649420935145343,-49.68286582195753
3527207,Lorena,-22.793543114719512,-45.05964044182896
3527256,Lourdes,-20.948906307771956,-50.23356127158181
3527306,Louveira,-23.083903099747765,-46.936869038105364
3527405,Lucélia,-21.644097071165138,-50.99139894924922
3527504,Lucianópolis,-22.47343588914082,-49.54987071365957
3527603,Luís Antônio,-21.55236299767964,-47.78172402292941
3527702,Luiziânia,-21.672395868000308,-50.350171383825206
3527801,Lupércio,-22.426719563625717,-49.81624832325415
3527900,Lutécia,-22.325297326051363,-50.38487178173933
3528007,Macatuba,-22.48651418045722,-48.718485774830235
3528106,Macaubal,-20.837572594703445,-49.97443487348701
3528205,Macedônia,-20.097801775266145,-50.18125699825351
3528304,Magda,-20.59600533544645,-50.22957521056451
3528403,Mairinque,-23.50756552830438,-47.229210029139985
3528502,Mairiporã,-23.316895776192773,-46.56082493346051
3528601,Manduri,-23.046826356397247,-49.303138118534925
3528700,Marabá Paulista,-22.1275833947384,-52.05611109173582
3528809,Maracaí,-22.65164582722779,-50.7446736975613
3528858,Marapoama,-21.255214264075164,-49.137414230358274
3528908,Mariápolis,-21.77896671338614,-51.17141120450748
3529005,Marília,-22.17778804531593,-49.98253187066054
3529104,Marinópolis,-20.479784493970485,-50.831672772569014
3529203,Martinópolis,-22.171515368784036,-51.12286917064834
3529302,Matão,-21.609699319831424,-48.42995988137759
3529401,Mauá,-23.665608802237735,-46.44604789381654
3529500,Mendonça,-21.193349523650014,-49.56944373695382
3529609,Meridiano,-20.39799361917946,-50.18624696948167
3529658,Mesópolis,-19.957319062870862,-50.61525158533034
3529708,Miguelópolis,-20.18429963379092,-48.1050899106266
3529807,Mineiros do Tietê,-22.462749650646295,-48.43281219978467
3529906,Miracatu,-24.19452267375858,-47.39415310199059
3530003,Mira Estrela,-19.951595298407124,-50.12375975584599
3530102,Mirandópolis,-21.080757830041,-51.13014519297403
3530201,Mirante do Paranapanema,-22.34882363322053,-51.99742780108244
3530300,Mirassol,-20.827279799493002,-49.50388737850686
3530409,Mirassolândia,-20.59419273395903,-49.48640196666894
3530508,Mococa,-21.4489618761322,-47.03240320643738
3530607,Mogi das Cruzes,-23.56891887132782,-46.185594383196204
3530706,Mogi Guaçu,-22.23155121241273,-47.0288199165855
3530805,Moji Mirim,-22.45092736747098,-46.9881074426274
3530904,Mombuca,-22.942065805653773,-47.60127224808034
3531001,Monções,-20.862786476341054,-50.078794804777814
3531100,Mongaguá,-24.069838992257523,-46.66742030980695
3531209,Monte Alegre do Sul,-22.70374244246902,-46.66710356653034
3531308,Monte Alto,-21.25886679788096,-48.53228703901138
3531407,Monte Aprazível,-20.736886601712268,-49.76524119221047
3531506,Monte Azul Paulista,-20.90842874482953,-48.68067846191672
3531605,Monte Castelo,-21.25478405498417,-51.57102657348401
3531704,Monteiro Lobato,-22.936457911737023,-45.80404933112794
3531803,Monte Mor,-22.95292950778317,-47.306907976192235
3531902,Morro Agudo,-20.688284566916966,-48.15290025083639
3532009,Morungaba,-22.89326561765087,-46.78265800713038
3532058,Motuca,-21.513253638080954,-48.169543163640746
3532108,Murutinga do Sul,-20.99593080803015,-51.300642690922544
3532157,Nantes,-22.59661306851875,-51.20055925740735
3532207,Narandiba,-22.563191475177135,-51.521242719947494
3532306,Natividade da Serra,-23.414725000107843,-45.3810675907533
3532405,Nazaré Paulista,-23.191448769975764,-46.36635573804788
3532504,Neves Paulista,-20.870311210659708,-49.646143910585955
3532603,Nhandeara,-20.672823535567655,-50.046360193204514
3532702,Nipoã,-20.891292202535208,-49.777704765865415
3532801,Nova Aliança,-21.06206847936586,-49.51539848975168
3532827,Nova Campina,-24.190122573192813,-48.97247655510433
3532843,Nova Canaã Paulista,-20.371422205092525,-50.90989586063916
3532868,Nova Castilho,-20.777433201804385,-50.34532474749776
3532900,Nova Europa,-21.773773128713863,-48.54905565281121
3533007,Nova Granada,-20.475689393220204,-49.33071991707574
3533106,Nova Guataporanga,-21.322077057047213,-51.64502291155504
3533205,Nova Independência,-21.13502334102204,-51.50487076916706
3533254,Novais,-20.987948778824347,-48.91743722932238
3533304,Nova Luzitânia,-20.868361161532356,-50.24861270876396
3533403,Nova Odessa,-22.783769995715133,-47.28443143082555
3533502,Novo Horizonte,-21.468784838025254,-49.283249866619634
3533601,Nuporanga,-20.70429454554271,-47.72866610214432
3533700,Ocauçu,-22.43806954438246,-49.93745713804218
3533809,Óleo,-22.95373755015539,-49.382593737962246
3533908,Olímpia,-20.704898093774236,-48.95927706258748
3534005,Onda Verde,-20.61745578606432,-49.243590236341355
3534104,Oriente,-22.14170925000077,-50.09319406642149
3534203,Orindiúva,-20.201571991260675,-49.3554503371075
3534302,Orlândia,-20.69745987876234,-47.90536242790081
3534401,Osasco,-23.529373385486156,-46.78913446851761
3534500,Oscar Bressane,-22.294909164302982,-50.25709001962738
3534609,Osvaldo Cruz,-21.732258388465237,-50.87323799501106
3534708,Ourinhos,-22.952082677204785,-49.85178303373842
3534757,Ouroeste,-19.922093271772958,-50.401417066156675
3534807,Ouro Verde,-21.51003148267501,-51.73713351504766
3534906,Pacaembu,-21.49490579840179,-51.273543420250014
3535002,Palestina,-20.320944170156526,-49.497223329296936
3535101,Palmares Paulista,-21.104340447349184,-48.82613029627891
3535200,Palmeira d'Oeste,-20.43845708061562,-50.7484266531942
3535309,Palmital,-22.82839068027714,-50.220163104099335
3535408,Panorama,-21.463196226276146,-51.8574581684675
3535507,Paraguaçu Paulista,-22.45858165714453,-50.626055810877524
3535606,Paraibuna,-23.477808927255555,-45.641407514564605
3535705,Paraíso,-21.019265227855332,-48.76391270190518
3535804,Paranapanema,-23.438011021625602,-48.79473988819031
3535903,Paranapuã,-20.063676124242036,-50.59359941632063
3536000,Parapuã,-21.852677483144863,-50.82093947359325
3536109,Pardinho,-23.101614726448783,-48.40149477489795
3536208,Pariquera-Açu,-24.677719236098447,-47.84963302495991
3536257,Parisi,-20.271265617026806,-50.0365923920876
3536307,Patrocínio Paulista,-20.70406514205323,-47.28897538230767
3536406,Paulicéia,-21.198175302807517,-51.79026857534954
3536505,Paulínia,-22.74790102346339,-47.1447196972815
3536570,Paulistânia,-22.56808270959577,-49.30508505170004
3536604,Paulo de Faria,-20.066156164012682,-49.4627123300771
3536703,Pederneiras,-22.30053081229302,-48.86068735619801
3536802,Pedra Bela,-22.77538843299846,-46.44154882863834
3536901,Pedranópolis,-20.209759090234513,-50.10629795686049
3537008,Pedregulho,-20.205096632120185,-47.438648598134584
3537107,Pedreira,-22.754239760809757,-46.88815190815274
3537156,Pedrinhas Paulista,-22.816653251820124,-50.80196884255237
3537206,Pedro de Toledo,-24.163334603942783,-47.163276164183706
3537305,Penápolis,-21.404865394827265,-50.095106585492374
3537404,Pereira Barreto,-20.677722902284913,-51.105304046236355
3537503,Pereiras,-23.120168596451226,-47.97834133163612
3537602,Peruíbe,-24.278658035486977,-47.01272808009695
3537701,Piacatu,-21.57095824792659,-50.64333117185852
3537800,Piedade,-23.786369744004478,-47.43762559519199
3537909,Pilar do Sul,-23.855794849251783,-47.72747077508932
3538006,Pindamonhangaba,-22.87947619499673,-45.45901304873722
3538105,Pindorama,-21.20945416844645,-48.91108268221963
3538204,Pinhalzinho,-22.778306746119462,-46.5729749112534
3538303,Piquerobi,-21.853132765120037,-51.73139679253177
3538501,Piquete,-22.589823844076527,-45.173816589455406
3538600,Piracaia,-23.046594784972587,-46.30215332418191
3538709,Piracicaba,-22.726109636541697,-47.783106985823075
3538808,Piraju,-23.186570406769818,-49.365697594585924
3538907,Pirajuí,-21.95725788550378,-49.41320035878091
3539004,Pirangi,-21.093682004438005,-48.66861149326782
3539103,Pirapora do Bom Jesus,-23.377926669512004,-46.98438037046117
3539202,Pirapozinho,-22.47919843089928,-51.61929071935649
3539301,Pirassununga,-21.995366941015778,-47.38956354968554
3539400,Piratininga,-22.424498266797126,-49.19144173107897
3539509,Pitangueiras,-21.005829740391132,-48.249137039001894
3539608,Planalto,-21.00095799254145,-49.93549841881603
3539707,Platina,-22.62515848271487,-50.212094163207965
3539806,Poá,-23.529635460538316,-46.34593966729304
3539905,Poloni,-20.752574224701004,-49.8196728197961
3540002,Pompéia,-22.028953613866058,-50.18721769469009
3540101,Pongaí,-21.729772248159783,-49.35823221693616
3540200,Pontal,-20.984038974241752,-48.064125347515095
3540259,Pontalinda,-20.45047601628229,-50.52476380094802
3540309,Pontes Gestal,-20.174633380582165,-49.75676126998554
3540408,Populina,-19.907003488641205,-50.516924691497586
3540507,Porangaba,-23.173279203394202,-48.1167963053748
3540606,Porto Feliz,-23.22987030142716,-47.51628465435315
3540705,Porto Ferreira,-21.842218393951747,-47.44685734603694
3540754,Potim,-22.8246857026931,-45.30315277131375
3540804,Potirendaba,-21.07498676633503,-49.391065508507346
3540853,Pracinha,-21.836929227998457,-51.074383945191165
3540903,Pradópolis,-21.34414721287881,-48.08561122912405
3541000,Praia Grande,-24.014813192388313,-46.521435608196356
3541059,Pratânia,-22.817907753501004,-48.69634465400251
3541109,Presidente Alves,-22.121879972006738,-49.431352466665906
3541208,Presidente Bernardes,-22.107789066213904,-51.619828364418716
3541307,Presidente Epitácio,-21.91060801682223,-52.17476438174667
3541406,Presidente Prudente,-21.99291712021068,-51.34269248130979
3541505,Presidente Venceslau,-21.79246917770401,-51.837811030962655
3541604,Promissão,-21.5247439175969,-49.87011898078659
3541653,Quadra,-23.300518682671537,-48.03840286492324
3541703,Quatá,-22.2059657993455,-50.64511654376908
3541802,Queiroz,-21.80022368710131,-50.2452957184682
3541901,Queluz,-22.50358067629471,-44.784757793812005
3542008,Quintana,-22.099970859239825,-50.36875272141431
3542107,Rafard,-23.044515677747608,-47.583193112786276
3542206,Rancharia,-22.282758949360268,-50.927951333366074
3542305,Redenção da Serra,-23.253124463346182,-45.52609308436333
3542404,Regente Feijó,-22.250721305310478,-51.29326345703499
3542503,Reginópolis,-21.882842125857717,-49.179919286593574
3542602,Registro,-24.503578522826395,-47.820540692348764
3542701,Restinga,-20.647837466446564,-47.50577376434606
3542800,Ribeira,-24.606807024249484,-49.03606565269529
3542909,Ribeirão Bonito,-22.059691617188825,-48.1850160690531
