id,cidade,lat,lon
3543006,Ribeirão Branco,-24.255580186195427,-48.777680537725104
3543105,Ribeirão Corrente,-20.448519558154867,-47.572871684314656
3543204,Ribeirão do Sul,-22.751132397778683,-49.92184654406454
3543238,Ribeirão dos Índios,-21.78421286096955,-51.583027034533664
3543253,Ribeirão Grande,-24.18829017154315,-48.358335578558986
3543303,Ribeirão Pires,-23.70026647618657,-46.40257362278653
3543402,Ribeirão Preto,-21.210492265735308,-47.821030498932906
3543501,Riversul,-23.84621744804386,-49.447368713041726
3543600,Rifaina,-20.0610154785768,-47.43994061959174
3543709,Rincão,-21.593662941299698,-48.03161697278964
3543808,Rinópolis,-21.68079710664502,-50.71708005931778
3543907,Rio Claro,-22.373256859475266,-47.57931531370589
3544004,Rio das Pedras,-22.84995006492749,-47.59809117918726
3544103,Rio Grande da Serra,-23.737639586454303,-46.37955294830345
3544202,Riolândia,-20.02325512858745,-49.70888597454183
3544251,Rosana,-22.488279337485213,-52.836266360145984
3544301,Roseira,-22.932516708681753,-45.30225983405965
3544400,Rubiácea,-21.360700769309055,-50.785390146300195
3544509,Rubinéia,-20.24782837434038,-51.01768056026098
3544608,Sabino,-21.469095024326485,-49.57689629537012
3544707,Sagres,-21.8674527610522,-50.989650401895986
3544806,Sales,-21.34665089061129,-49.50203510583053
3544905,Sales Oliveira,-20.831178813762147,-47.85421810569287
3545001,Salesópolis,-23.579406437715388,-45.842312024702444
3545100,Salmourão,-21.587675942837105,-50.876033694363116
3545159,Saltinho,-22.870796895198037,-47.73151783905497
3545209,Salto,-23.180022718715144,-47.30212248423069
3545308,Salto de Pirapora,-23.652373111398393,-47.580239789033364
3545407,Salto Grande,-22.870345067229398,-49.96048472127784
3545506,Sandovalina,-22.477442658136685,-51.841450839584724
3545605,Santa Adélia,-21.31763851686322,-48.81835579734934
3545704,Santa Albertina,-20.013803844858845,-50.7272720817354
3545803,Santa Bárbara d'Oeste,-22.80014687326172,-47.42751180467579
3546009,Santa Branca,-23.425326840510113,-45.86311081327015
3546108,Santa Clara d'Oeste,-20.066400627268145,-50.908196369638134
3546207,Santa Cruz da Conceição,-22.120945641654803,-47.4848366065635
3546256,Santa Cruz da Esperança,-21.27417323958967,-47.43902022943888
3546306,Santa Cruz das Palmeiras,-21.855157145620502,-47.24968053138802
3546405,Santa Cruz do Rio Pardo,-22.809091872506976,-49.56803687335848
3546504,Santa Ernestina,-21.451828230036686,-48.36612154635576
3546603,Santa Fé do Sul,-20.24265795809542,-50.95174165779068
3546702,Santa Gertrudes,-22.47491623258028,-47.52086008035794
3546801,Santa Isabel,-23.288647456960963,-46.24191429195276
3546900,Santa Lúcia,-21.670350023257736,-48.05715252864124
3547007,Santa Maria da Serra,-22.563113006597987,-48.15502274692867
3547106,Santa Mercedes,-21.316469517637355,-51.7363713178795
3547205,Santana da Ponte Pensa,-20.260156582668067,-50.79650832923645
3547304,Santana de Parnaíba,-23.44904546271627,-46.91624233114881
3547403,Santa Rita d'Oeste,-20.09617414127395,-50.812332683282214
3547502,Santa Rita do Passa Quatro,-21.681877050284662,-47.50761970022372
3547601,Santa Rosa de Viterbo,-21.503231804910534,-47.36565493897181
3547650,Santa Salete,-20.258093499282555,-50.719526021443464
3547700,Santo Anastácio,-22.037838408739937,-51.722009284070324
3547809,Santo André,-23.727582795487983,-46.44110881359587
3547908,Santo Antônio da Alegria,-21.091846415725527,-47.195307589099265
3548005,Santo Antônio de Posse,-22.60281064215778,-46.94931919750409
3548054,Santo Antônio do Aracanguá,-20.872522458384168,-50.553962582443724
3548104,Santo Antônio do Jardim,-22.130163047033633,-46.68336774849302
3548203,Santo Antônio do Pinhal,-22.831526091325813,-45.697630742481685
3548302,Santo Expedito,-21.825082905856593,-51.36962750632451
3548401,Santópolis do Aguapeí,-21.66003965444619,-50.51764312254003
3548500,Santos,-23.868006529085683,-46.29089592830115
3548609,São Bento do Sapucaí,-22.681040220361414,-45.68623770075701
3548708,São Bernardo do Campo,-23.812547250898135,-46.55022059707442
3548807,São Caetano do Sul,-23.626221555640797,-46.565764052186914
3548906,São Carlos,-21.918493581929805,-47.86669599923511
3549003,São Francisco,-20.365224241672532,-50.67541302938893
3549102,São João da Boa Vista,-21.97765855153307,-46.8017850413827
3549201,São João das Duas Pontes,-20.40798248922951,-50.38296619050398
3549250,São João de Iracema,-20.520486040709883,-50.35597805521178
3549300,São João do Pau d'Alho,-21.222947029944525,-51.672722298146255
3549409,São Joaquim da Barra,-20.550313495113393,-47.93806033872805
3549508,São José da Bela Vista,-20.586987216248918,-47.62684489276381
3549607,São José do Barreiro,-22.74801826839744,-44.58667463230179
3549706,São José do Rio Pardo,-21.60329948058082,-46.87919540875397
3549805,São José do Rio Preto,-20.797717826481136,-49.35804069320856
3549904,São José dos Campos,-23.090171523848948,-45.92816060688402
3549953,São Lourenço da Serra,-23.851941618288937,-46.935739620261295
3550001,São Luís do Paraitinga,-23.239598356287363,-45.25349521397375
3550100,São Manuel,-22.68165585064244,-48.53983127499262
3550209,São Miguel Arcanjo,-23.913641065630994,-47.9927948189027
3550308,São Paulo,-23.650225338676957,-46.64801277922462
3550407,São Pedro,-22.557890104340185,-47.924467193851285
3550506,São Pedro do Turvo,-22.678563385471627,-49.77143527014515
3550605,São Roque,-23.54898855197149,-47.109589132756405
3550704,São Sebastião,-23.75186941912483,-45.606535028413056
3550803,São Sebastião da Grama,-21.753412325788,-46.7528016310468
3550902,São Simão,-21.46109522981845,-47.567874512481296
3551009,São Vicente,-23.958310851439105,-46.48840069740406
3551108,Sarapuí,-23.663924991479565,-47.78537318562296
3551207,Sarutaiá,-23.25762285330904,-49.48110839605222
3551306,Sebastianópolis do Sul,-20.630613120909796,-49.91467477807717
3551405,Serra Azul,-21.31597234349302,-47.549406818411136
3551504,Serrana,-21.2167277331088,-47.6114334936209
3551603,Serra Negra,-22.588814061715702,-46.68651826848517
3551702,Sertãozinho,-21.1226015721659,-48.008603049946124
3551801,Sete Barras,-24.273634779794865,-47.93508639858515
3551900,Severínia,-20.79285025891351,-48.79297896886747
3552007,Silveiras,-22.734355033212573,-44.84044186038384
3552106,Socorro,-22.610626087388486,-46.52399379375032
3552205,Sorocaba,-23.464064755164575,-47.446390021314386
3552304,Sud Mennucci,-20.66635115120878,-50.900252007254906
3552403,Sumaré,-22.841319834129713,-47.2627545209694
3552502,Suzano,-23.608204662423788,-46.30979220056412
3552551,Suzanápolis,-20.472626829171837,-51.07417981976802
3552601,Tabapuã,-20.931392083688106,-49.028582818304926
3552700,Tabatinga,-21.71230062255583,-48.62904281180008
3552809,Taboão da Serra,-23.62010389224425,-46.78613966898083
3552908,Taciba,-22.504385224227743,-51.34183210523348
3553005,Taguaí,-23.473901960738466,-49.3966047961488
3553104,Taiaçu,-21.13161088726199,-48.5296568955838
3553203,Taiúva,-21.13218926490931,-48.42784621142677
3553302,Tambaú,-21.6014372139985,-47.238536882595525
3553401,Tanabi,-20.530825237301528,-49.645698042533006
3553500,Tapiraí,-24.008224911324795,-47.61893486635768
3553609,Tapiratiba,-21.450452500019694,-46.74128532685898
3553658,Taquaral,-21.068715696226004,-48.399048354608134
3553708,Taquaritinga,-21.42520848836304,-48.537398529274796
3553807,Taquarituba,-23.52978886377043,-49.23406573030314
3553856,Taquarivaí,-23.942677513208917,-48.68771795706272
3553906,Tarabai,-22.35871687377402,-51.62593677588162
3553955,Tarumã,-22.763057883702928,-50.60102222916734
3554003,Tatuí,-23.36157686989117,-47.86907396124141
3554102,Taubaté,-23.086730290669834,-45.50199371395463
3554201,Tejupá,-23.34215339901902,-49.30601435178285
3554300,Teodoro Sampaio,-22.416330013538012,-52.373452658669244
3554409,Terra Roxa,-20.77827556615107,-48.345504374935864
3554508,Tietê,-23.049007055442353,-47.70702805336359
3554607,Timburi,-23.195456336400113,-49.60981545874878
3554656,Torre de Pedra,-23.24970135332775,-48.212172156542835
3554706,Torrinha,-22.44292605318888,-48.16311177198712
3554755,Trabiju,-22.031837114631106,-48.34501730920537
3554805,Tremembé,-22.940467830142406,-45.603437661116644
3554904,Três Fronteiras,-20.272016738057744,-50.86916910097949
3554953,Tuiuti,-22.830046474103895,-46.687018315888494
3555000,Tupã,-21.947244916771794,-50.53420819810559
3555109,Tupi Paulista,-21.389981153664895,-51.58660813194633
3555208,Turiúba,-20.94018591093612,-50.11062091386862
3555307,Turmalina,-20.08305697445334,-50.45616513230164
3555356,Ubarana,-21.21951502054502,-49.74776965958321
3555406,Ubatuba,-23.380365927734733,-45.02319225910318
3555505,Ubirajara,-22.543838886146972,-49.665460887427365
3555604,Uchoa,-20.93651802988491,-49.15751047685834
3555703,União Paulista,-20.89028057398775,-49.88681006306814
3555802,Urânia,-20.20818200911109,-50.65181432882584
3555901,Uru,-21.76572669422987,-49.29583395419226
3556008,Urupês,-21.20488789971229,-49.26477523630155
3556107,Valentim Gentil,-20.420126962331864,-50.101163351875385
3556206,Valinhos,-22.974779750318426,-46.98092452502556
3556305,Valparaíso,-21.202737828259778,-50.92340038872694
3556354,Vargem,-22.88970332533853,-46.4137993104129
3556404,Vargem Grande do Sul,-21.860295137125295,-46.89855377836582
3556453,Vargem Grande Paulista,-23.62077603716246,-47.01456414566096
3556503,Várzea Paulista,-23.2187784460156,-46.82463747635804
3556602,Vera Cruz,-22.233925212783777,-49.825792241719356
3556701,Vinhedo,-23.046097203776846,-46.97884727066359
3556800,Viradouro,-20.884067755536428,-48.309586964431375
3556909,Vista Alegre do Alto,-21.17652666573322,-48.64884347710732
3556958,Vitória Brasil,-20.19788129018253,-50.48488728273089
3557006,Votorantim,-23.579232179761142,-47.405992043069034
3557105,Votuporanga,-20.458152979737577,-49.98817038877568
3557154,Zacarias,-21.124921325555967,-50.04907084008142
3557204,Chavantes,-23.045948212530334,-49.72614642128234
3557303,Estiva Gerbi,-22.23559762280802,-46.942504674281786
