ANT_TEMPO_,TP_ACIDENT,ID_MUNICIP,nome_destino,cod_macro_destino,macro_destino,cod_RS_destino,RS_destino,lat_destino,lon_destino,ANT_MUNIC_,nome_origem,cod_macro_origem,macro_origem,cod_RS_origem,RS_origem,lat_origem,lon_origem,distancia_km,total_ocorrencias
1.0,2.0,352680,Lençóis Paulista,3518,RRAS9,35062,BAURU,-22.6027,-48.8037,350745.0,Borebi,3518,RRAS9,35062,BAURU,-22.5728,-48.9707,17.489103749663588,1
1.0,2.0,352680,Lençóis Paulista,3518,RRAS9,35062,BAURU,-22.6027,-48.8037,353670.0,Pederneiras,3518,RRAS9,35062,BAURU,-22.3511,-48.7781,27.98565598738875,1
1.0,2.0,352690,Limeira,3529,RRAS14,35102,LIMEIRA,-22.566,-47.397,352140.0,Iracemápolis,3529,RRAS14,35102,LIMEIRA,-22.5832,-47.523,13.097201713771057,1
1.0,2.0,352700,Lindóia,3528,RRAS15,35074,CIRCUITO DAS AGUAS,-22.5226,-46.65,350050.0,Águas de Lindóia,3528,RRAS15,35074,CIRCUITO DAS AGUAS,-22.4733,-46.6314,5.78509844826895,1
1.0,2.0,352700,Lindóia,3528,RRAS15,35074,CIRCUITO DAS AGUAS,-22.5226,-46.65,355160.0,Serra Negra,3528,RRAS15,35074,CIRCUITO DAS AGUAS,-22.6139,-46.7033,11.50080719243966,3
1.0,2.0,352710,Lins,3518,RRAS9,35065,LINS,-21.6718,-49.7526,351720.0,Guaiçara,3518,RRAS9,35065,LINS,-21.6195,-49.8013,7.677850155915562,2
1.0,2.0,352710,Lins,3518,RRAS9,35065,LINS,-21.6718,-49.7526,353890.0,Pirajuí,3518,RRAS9,35062,BAURU,-21.999,-49.4608,47.144940032624106,1
1.0,2.0,352710,Lins,3518,RRAS9,35065,LINS,-21.6718,-49.7526,354160.0,Promissão,3518,RRAS9,35065,LINS,-21.5356,-49.8599,18.73160276933516,2
1.0,2.0,352720,Lorena,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,-22.7334,-45.1197,350860.0,Cachoeira Paulista,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,-22.6665,-45.0154,13.028087180096364,4
1.0,2.0,352720,Lorena,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,-22.7334,-45.1197,350995.0,Canas,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,-22.7003,-45.0521,7.852860771757472,9
1.0,2.0,352720,Lorena,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,-22.7334,-45.1197,353850.0,Piquete,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,-22.6069,-45.1869,15.618382318753005,7
1.0,2.0,352720,Lorena,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,-22.7334,-45.1197,355410.0,Taubaté,3526,RRAS17,35174,VALE DO PARAIBA REGIAO SERRANA,-23.0104,-45.5593,54.55287426843751,1
1.0,2.0,352730,Louveira,3527,RRAS16,35073,JUNDIAI,-23.0856,-46.9484,352590.0,Jundiaí,3527,RRAS16,35073,JUNDIAI,-23.1852,-46.8974,12.204566710623489,15
1.0,2.0,352840,Mairinque,3519,RRAS8,35163,SOROCABA,-23.5398,-47.185,355060.0,São Roque,3519,RRAS8,35163,SOROCABA,-23.5226,-47.1357,5.382712136593584,1
1.0,2.0,352850,Mairiporã,3524,RRAS3,35012,FRANCO DA ROCHA,-23.3171,-46.5897,351640.0,Franco da Rocha,3524,RRAS3,35012,FRANCO DA ROCHA,-23.3229,-46.729,14.261974308594368,1
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,350980.0,Campos Novos Paulista,3533,RRAS10,35093,MARILIA,-22.602,-49.9987,42.914963076515896,1
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,351660.0,Gália,3533,RRAS10,35093,MARILIA,-22.2918,-49.5504,42.02200299408053,1
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,351670.0,Garça,3533,RRAS10,35093,MARILIA,-22.2125,-49.6546,30.47205156698318,1
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,351730.0,Guaimbê,3533,RRAS10,35093,MARILIA,-21.9091,-49.8986,34.51694908876959,1
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,351810.0,Guarantã,3533,RRAS10,35093,MARILIA,-21.8942,-49.5914,51.4715188646824,1
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,352580.0,Júlio Mesquita,3533,RRAS10,35093,MARILIA,-22.0112,-49.7873,28.31932267137576,2
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,352780.0,Lupércio,3533,RRAS10,35093,MARILIA,-22.4146,-49.818,25.75938831985681,6
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,353370.0,Ocauçu,3533,RRAS10,35093,MARILIA,-22.438,-49.922,24.632010337509584,4
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,353410.0,Oriente,3533,RRAS10,35093,MARILIA,-22.1549,-50.0971,16.65094708149534,4
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,353450.0,Oscar Bressane,3533,RRAS10,35093,MARILIA,-22.3149,-50.2811,35.793316337684736,1
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,354000.0,Pompéia,3533,RRAS10,35093,MARILIA,-22.107,-50.176,26.297166287497078,1
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,354200.0,Quintana,3533,RRAS10,35093,MARILIA,-22.0692,-50.307,40.29537428274691,1
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,355550.0,Ubirajara,3533,RRAS10,35093,MARILIA,-22.5272,-49.6613,45.42962931309918,1
1.0,2.0,352900,Marília,3533,RRAS10,35093,MARILIA,-22.2171,-49.9501,355660.0,Vera Cruz,3533,RRAS10,35093,MARILIA,-22.2183,-49.8207,13.34229287028756,5
1.0,2.0,352920,Martinópolis,3532,RRAS11,35112,ALTA SOROCABANA,-22.1462,-51.1709,350890.0,Caiabu,3532,RRAS11,35112,ALTA SOROCABANA,-22.0127,-51.2394,16.386098829908715,1
1.0,2.0,352930,Matão,3535,RRAS 18,35033,NOROESTE DO DRS III,-21.6025,-48.364,350320.0,Araraquara,3535,RRAS 18,35031,CENTRAL DO DRS III,-21.7845,-48.178,27.86728011435692,1
1.0,2.0,352930,Matão,3535,RRAS 18,35033,NOROESTE DO DRS III,-21.6025,-48.364,353205.0,Motuca,3535,RRAS 18,35031,CENTRAL DO DRS III,-21.5103,-48.1538,24.04710884203961,1
1.0,2.0,352940,Mauá,3534,RRAS1,35015,GRANDE ABC,-23.6677,-46.4613,354330.0,Ribeirão Pires,3534,RRAS1,35015,GRANDE ABC,-23.7067,-46.4058,7.120513200674436,6
1.0,2.0,352940,Mauá,3534,RRAS1,35015,GRANDE ABC,-23.6677,-46.4613,354410.0,Rio Grande da Serra,3534,RRAS1,35015,GRANDE ABC,-23.7437,-46.3971,10.663829016288448,1
1.0,2.0,352940,Mauá,3534,RRAS1,35015,GRANDE ABC,-23.6677,-46.4613,354780.0,Santo André,3534,RRAS1,35015,GRANDE ABC,-23.6737,-46.5432,8.38092437624946,1
1.0,2.0,352950,Mendonça,3531,RRAS12,35156,JOSE BONIFACIO,-21.1757,-49.5791,350020.0,Adolfo,3531,RRAS12,35156,JOSE BONIFACIO,-21.2325,-49.6451,9.301028748718192,1
1.0,2.0,352990,Miracatu,3520,RRAS7,35121,VALE DO RIBEIRA,-24.2766,-47.4625,352030.0,Iguape,3520,RRAS7,35121,VALE DO RIBEIRA,-24.699,-47.5537,47.69180193795573,4
1.0,2.0,353010,Mirandópolis,3531,RRAS12,35022,LAGOS DO DRS II,-21.1313,-51.1035,351780.0,Guaraçaí,3531,RRAS12,35022,LAGOS DO DRS II,-21.0292,-51.2119,15.958483999944509,1
1.0,2.0,353010,Mirandópolis,3531,RRAS12,35022,LAGOS DO DRS II,-21.1313,-51.1035,352650.0,Lavínia,3531,RRAS12,35022,LAGOS DO DRS II,-21.1639,-51.0412,7.409551202890951,4
1.0,2.0,353010,Mirandópolis,3531,RRAS12,35022,LAGOS DO DRS II,-21.1313,-51.1035,353210.0,Murutinga do Sul,3531,RRAS12,35022,LAGOS DO DRS II,-20.9908,-51.2774,23.845773775834537,3
1.0,2.0,353040,Mirassolândia,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.6179,-49.4617,352115.0,Ipiguá,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.6557,-49.3842,9.096820010781968,1
1.0,2.0,353040,Mirassolândia,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.6179,-49.4617,353030.0,Mirassol,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.8169,-49.5206,22.870271245743336,1
1.0,2.0,353040,Mirassolândia,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.6179,-49.4617,355340.0,Tanabi,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.6228,-49.6563,20.290611046494632,1
1.0,2.0,353050,Mococa,3528,RRAS15,35143,RIO PARDO,-21.4647,-47.0024,354630.0,Santa Cruz das Palmeiras,3528,RRAS15,35142,MANTIQUEIRA,-21.8235,-47.248,47.166874654256944,1
1.0,2.0,353050,Mococa,3528,RRAS15,35143,RIO PARDO,-21.4647,-47.0024,355330.0,Tambaú,3528,RRAS15,35142,MANTIQUEIRA,-21.7029,-47.2703,38.27981545248236,6
1.0,2.0,353060,Mogi das Cruzes,3525,RRAS2,35011,ALTO DO TIETE,-23.5208,-46.1854,350390.0,Arujá,3525,RRAS2,35011,ALTO DO TIETE,-23.3965,-46.32,19.45869591906392,4
1.0,2.0,353060,Mogi das Cruzes,3525,RRAS2,35011,ALTO DO TIETE,-23.5208,-46.1854,350660.0,Biritiba-Mirim,3525,RRAS2,35011,ALTO DO TIETE,-23.5698,-46.0407,15.739877464390307,3
1.0,2.0,353060,Mogi das Cruzes,3525,RRAS2,35011,ALTO DO TIETE,-23.5208,-46.1854,351570.0,Ferraz de Vasconcelos,3525,RRAS2,35011,ALTO DO TIETE,-23.5411,-46.371,19.08582590717113,1
1.0,2.0,353060,Mogi das Cruzes,3525,RRAS2,35011,ALTO DO TIETE,-23.5208,-46.1854,351830.0,Guararema,3525,RRAS2,35011,ALTO DO TIETE,-23.4112,-46.0369,19.42992023886525,5
1.0,2.0,353060,Mogi das Cruzes,3525,RRAS2,35011,ALTO DO TIETE,-23.5208,-46.1854,352310.0,Itaquaquecetuba,3525,RRAS2,35011,ALTO DO TIETE,-23.4835,-46.3457,16.886044090883058,2
1.0,2.0,353060,Mogi das Cruzes,3525,RRAS2,35011,ALTO DO TIETE,-23.5208,-46.1854,354500.0,Salesópolis,3525,RRAS2,35011,ALTO DO TIETE,-23.5288,-45.8465,34.620446671872195,1
1.0,2.0,353060,Mogi das Cruzes,3525,RRAS2,35011,ALTO DO TIETE,-23.5208,-46.1854,355250.0,Suzano,3525,RRAS2,35011,ALTO DO TIETE,-23.5448,-46.3112,13.118268314487338,5
1.0,2.0,353070,Mogi Guaçu,3528,RRAS15,35141,BAIXA MOGIANA,-22.3675,-46.9428,354810.0,Santo Antônio do Jardim,3528,RRAS15,35142,MANTIQUEIRA,-22.1121,-46.6845,38.8440231657856,1
1.0,2.0,353070,Mogi Guaçu,3528,RRAS15,35141,BAIXA MOGIANA,-22.3675,-46.9428,355730.0,Estiva Gerbi,3528,RRAS15,35141,BAIXA MOGIANA,-22.2713,-46.9481,10.66665548729583,2
1.0,2.0,353080,Mogi Mirim,3528,RRAS15,35141,BAIXA MOGIANA,-22.4332,-46.9532,353070.0,Mogi Guaçu,3528,RRAS15,35141,BAIXA MOGIANA,-22.3675,-46.9428,7.353728077740852,1
1.0,2.0,353080,Mogi Mirim,3528,RRAS15,35141,BAIXA MOGIANA,-22.4332,-46.9532,354800.0,Santo Antônio de Posse,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,-22.6029,-46.9192,19.114917560837547,1
1.0,2.0,353100,Monções,3531,RRAS12,35157,VOTUPORANGA,-20.8509,-50.0975,353260.0,Nhandeara,3531,RRAS12,35157,VOTUPORANGA,-20.6945,-50.0436,18.20253814778142,1
1.0,2.0,353110,Mongaguá,3520,RRAS7,35041,BAIXADA SANTISTA,-24.0809,-46.6265,352210.0,Itanhaém,3520,RRAS7,35041,BAIXADA SANTISTA,-24.1736,-46.788,19.363084050710853,2
1.0,2.0,353110,Mongaguá,3520,RRAS7,35041,BAIXADA SANTISTA,-24.0809,-46.6265,354100.0,Praia Grande,3520,RRAS7,35041,BAIXADA SANTISTA,-24.0084,-46.4121,23.239447251922677,2
1.0,2.0,353120,Monte Alegre do Sul,3528,RRAS15,35074,CIRCUITO DAS AGUAS,-22.6817,-46.681,350190.0,Amparo,3528,RRAS15,35074,CIRCUITO DAS AGUAS,-22.7088,-46.772,9.820161550173722,1
1.0,2.0,353130,Monte Alto,3530,RRAS13,35131,HORIZONTE VERDE,-21.2655,-48.4971,352430.0,Jaboticabal,3530,RRAS13,35131,HORIZONTE VERDE,-21.252,-48.3252,17.904030588629784,1
1.0,2.0,353140,Monte Aprazível,3531,RRAS12,35156,JOSE BONIFACIO,-20.768,-49.7184,353990.0,Poloni,3531,RRAS12,35156,JOSE BONIFACIO,-20.7829,-49.8258,11.304052872249166,1
1.0,2.0,353140,Monte Aprazível,3531,RRAS12,35156,JOSE BONIFACIO,-20.768,-49.7184,355570.0,União Paulista,3531,RRAS12,35156,JOSE BONIFACIO,-20.8862,-49.9025,23.205019786027325,1
1.0,2.0,353170,Monteiro Lobato,3526,RRAS17,35171,ALTO VALE DO PARAIBA,-22.9544,-45.8407,354990.0,São José dos Campos,3526,RRAS17,35171,ALTO VALE DO PARAIBA,-23.1896,-45.8841,26.424134417335686,1
1.0,2.0,353190,Morro Agudo,3530,RRAS13,35082,ALTA ANHANGUERA,-20.7288,-48.0581,354940.0,São Joaquim da Barra,3530,RRAS13,35082,ALTA ANHANGUERA,-20.5812,-47.8593,26.3856863547896,1
1.0,2.0,353200,Morungaba,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,-22.8811,-46.7896,350190.0,Amparo,3528,RRAS15,35074,CIRCUITO DAS AGUAS,-22.7088,-46.772,19.16608433203171,5
1.0,2.0,353240,Nazaré Paulista,3527,RRAS16,35071,BRAGANCA,-23.1747,-46.3983,350710.0,Bom Jesus dos Perdões,3527,RRAS16,35071,BRAGANCA,-23.1356,-46.4675,8.304687830504898,1
1.0,2.0,353260,Nhandeara,3531,RRAS12,35157,VOTUPORANGA,-20.6945,-50.0436,351590.0,Floreal,3531,RRAS12,35157,VOTUPORANGA,-20.6752,-50.1513,11.422583316046865,4
1.0,2.0,353260,Nhandeara,3531,RRAS12,35157,VOTUPORANGA,-20.6945,-50.0436,351680.0,Gastão Vidigal,3531,RRAS12,35157,VOTUPORANGA,-20.7948,-50.1912,18.96337243057692,4
1.0,2.0,353260,Nhandeara,3531,RRAS12,35157,VOTUPORANGA,-20.6945,-50.0436,352810.0,Macaubal,3531,RRAS12,35157,VOTUPORANGA,-20.8022,-49.9687,14.248661672470304,1
1.0,2.0,353260,Nhandeara,3531,RRAS12,35157,VOTUPORANGA,-20.6945,-50.0436,352830.0,Magda,3531,RRAS12,35157,VOTUPORANGA,-20.6445,-50.2305,20.24599237024404,3
1.0,2.0,353260,Nhandeara,3531,RRAS12,35157,VOTUPORANGA,-20.6945,-50.0436,353100.0,Monções,3531,RRAS12,35157,VOTUPORANGA,-20.8509,-50.0975,18.20253814778142,1
1.0,2.0,353260,Nhandeara,3531,RRAS12,35157,VOTUPORANGA,-20.6945,-50.0436,355130.0,Sebastianópolis do Sul,3531,RRAS12,35157,VOTUPORANGA,-20.6523,-49.925,13.21122494083586,1
1.0,2.0,353300,Nova Granada,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.5321,-49.3123,351980.0,Icém,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.3391,-49.1915,24.808566076453857,1
1.0,2.0,353300,Nova Granada,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.5321,-49.3123,353400.0,Onda Verde,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.6042,-49.2929,8.23460115751306,1
1.0,2.0,353340,Nova Odessa,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,-22.7832,-47.2941,350160.0,Americana,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,-22.7374,-47.3331,6.462790505650278,1
1.0,2.0,353390,Olímpia,3530,RRAS13,35051,NORTE - BARRETOS,-20.7366,-48.9106,355190.0,Severínia,3530,RRAS13,35051,NORTE - BARRETOS,-20.8108,-48.8054,13.692260586430162,3
1.0,2.0,353400,Onda Verde,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.6042,-49.2929,354980.0,São José do Rio Preto,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,-20.8113,-49.3758,24.5010832921726,1
1.0,2.0,353430,Orlândia,3530,RRAS13,35082,ALTA ANHANGUERA,-20.7169,-47.8852,353360.0,Nuporanga,3530,RRAS13,35082,ALTA ANHANGUERA,-20.7296,-47.7429,14.888629111297902,1
1.0,2.0,353460,Osvaldo Cruz,3533,RRAS10,35091,ADAMANTINA,-21.7968,-50.8793,353600.0,Parapuã,3533,RRAS10,35095,TUPA,-21.7792,-50.7949,8.9431341378198,1
1.0,2.0,353460,Osvaldo Cruz,3533,RRAS10,35091,ADAMANTINA,-21.7968,-50.8793,354470.0,Sagres,3533,RRAS10,35091,ADAMANTINA,-21.8823,-50.9594,12.577627681328812,1
1.0,2.0,353470,Ourinhos,3533,RRAS10,35094,OURINHOS,-22.9797,-49.8697,350630.0,Bernardino de Campos,3533,RRAS10,35094,OURINHOS,-23.0164,-49.4679,41.39414368528016,2
1.0,2.0,353470,Ourinhos,3533,RRAS10,35094,OURINHOS,-22.9797,-49.8697,350980.0,Campos Novos Paulista,3533,RRAS10,35093,MARILIA,-22.602,-49.9987,43.87411687789568,1
1.0,2.0,353470,Ourinhos,3533,RRAS10,35094,OURINHOS,-22.9797,-49.8697,351015.0,Canitar,3533,RRAS10,35094,OURINHOS,-23.004,-49.7839,9.199370782856832,2
1.0,2.0,353470,Ourinhos,3533,RRAS10,35094,OURINHOS,-22.9797,-49.8697,354320.0,Ribeirão do Sul,3533,RRAS10,35094,OURINHOS,-22.789,-49.933,22.094833587447017,1
1.0,2.0,353470,Ourinhos,3533,RRAS10,35094,OURINHOS,-22.9797,-49.8697,354540.0,Salto Grande,3533,RRAS10,35094,OURINHOS,-22.8894,-49.9831,15.339404783068234,1
1.0,2.0,353470,Ourinhos,3533,RRAS10,35094,OURINHOS,-22.9797,-49.8697,355050.0,São Pedro do Turvo,3533,RRAS10,35094,OURINHOS,-22.7453,-49.7428,29.04168835559438,5
1.0,2.0,353470,Ourinhos,3533,RRAS10,35094,OURINHOS,-22.9797,-49.8697,355720.0,Chavantes,3533,RRAS10,35094,OURINHOS,-23.0366,-49.7096,17.580933216773406,1
1.0,2.0,353475,Ouroeste,3531,RRAS12,35154,FERNANDOPOLIS,-20.0061,-50.3768,352070.0,Indiaporã,3531,RRAS12,35154,FERNANDOPOLIS,-19.979,-50.2909,9.477000688743608,3
1.0,2.0,353510,Palmares Paulista,3531,RRAS12,35151,CATANDUVA,-21.0854,-48.8037,351110.0,Catanduva,3531,RRAS12,35151,CATANDUVA,-21.1314,-48.977,18.71149809830754,1
1.0,2.0,353510,Palmares Paulista,3531,RRAS12,35151,CATANDUVA,-21.0854,-48.8037,353570.0,Paraíso,3531,RRAS12,35151,CATANDUVA,-21.0159,-48.7761,8.212192768503781,1
1.0,2.0,353520,Palmeira d'Oeste,3531,RRAS12,35153,JALES,-20.4148,-50.7632,352910.0,Marinópolis,3531,RRAS12,35153,JALES,-20.4389,-50.8254,7.018265812875489,1
1.0,2.0,353550,Paraguaçu Paulista,3533,RRAS10,35092,ASSIS,-22.4114,-50.5732,350720.0,Borá,3533,RRAS10,35092,ASSIS,-22.2696,-50.5409,16.05087446569994,1
1.0,2.0,353550,Paraguaçu Paulista,3533,RRAS10,35092,ASSIS,-22.4114,-50.5732,352790.0,Lutécia,3533,RRAS10,35092,ASSIS,-22.3384,-50.394,20.148273820835623,1
1.0,2.0,353560,Paraibuna,3526,RRAS17,35171,ALTO VALE DO PARAIBA,-23.3872,-45.6639,352490.0,Jambeiro,3526,RRAS17,35171,ALTO VALE DO PARAIBA,-23.2522,-45.6942,15.268858788565373,1
1.0,2.0,353560,Paraibuna,3526,RRAS17,35171,ALTO VALE DO PARAIBA,-23.3872,-45.6639,353230.0,Natividade da Serra,3526,RRAS17,35174,VALE DO PARAIBA REGIAO SERRANA,-23.3707,-45.4468,22.270121285754207,1
1.0,2.0,353570,Paraíso,3531,RRAS12,35151,CATANDUVA,-21.0159,-48.7761,351110.0,Catanduva,3531,RRAS12,35151,CATANDUVA,-21.1314,-48.977,24.48256987828357,1
1.0,2.0,353570,Paraíso,3531,RRAS12,35151,CATANDUVA,-21.0159,-48.7761,351495.0,Embaúba,3531,RRAS12,35151,CATANDUVA,-20.9796,-48.8325,7.109099049690585,1
1.0,2.0,353610,Pardinho,3518,RRAS9,35063,POLO CUESTA,-23.0841,-48.3679,350690.0,Bofete,3518,RRAS9,35063,POLO CUESTA,-23.1055,-48.2582,11.4860118746915,1
1.0,2.0,353610,Pardinho,3518,RRAS9,35063,POLO CUESTA,-23.0841,-48.3679,350750.0,Botucatu,3518,RRAS9,35063,POLO CUESTA,-22.8837,-48.4437,23.51462459467847,1
1.0,2.0,353620,Pariquera-Açu,3520,RRAS7,35121,VALE DO RIBEIRA,-24.7147,-47.8742,350925.0,Cajati,3520,RRAS7,35121,VALE DO RIBEIRA,-24.7324,-48.1223,25.17791563944829,1
1.0,2.0,353620,Pariquera-Açu,3520,RRAS7,35121,VALE DO RIBEIRA,-24.7147,-47.8742,352030.0,Iguape,3520,RRAS7,35121,VALE DO RIBEIRA,-24.699,-47.5537,32.47743505792754,5
1.0,2.0,353620,Pariquera-Açu,3520,RRAS7,35121,VALE DO RIBEIRA,-24.7147,-47.8742,352460.0,Jacupiranga,3520,RRAS7,35121,VALE DO RIBEIRA,-24.6963,-48.0064,13.531609819668931,1
1.0,2.0,353620,Pariquera-Açu,3520,RRAS7,35121,VALE DO RIBEIRA,-24.7147,-47.8742,354260.0,Registro,3520,RRAS7,35121,VALE DO RIBEIRA,-24.4979,-47.8449,24.196916056425074,2
1.0,2.0,353630,Patrocínio Paulista,3530,RRAS13,35081,TRES COLINAS,-20.6384,-47.2801,352370.0,Itirapuã,3530,RRAS13,35081,TRES COLINAS,-20.6416,-47.2194,6.335924312375576,2
1.0,2.0,353650,Paulínia,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,-22.7542,-47.1488,350950.0,Campinas,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,-22.9053,-47.0659,18.772611636690176,2
1.0,2.0,353650,Paulínia,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,-22.7542,-47.1488,351907.0,Hortolândia,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,-22.8529,-47.2143,12.833269270828108,1
1.0,2.0,353650,Paulínia,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,-22.7542,-47.1488,355240.0,Sumaré,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,-22.8204,-47.2728,14.692315234611996,5
1.0,2.0,353720,Pedro de Toledo,3520,RRAS7,35121,VALE DO RIBEIRA,-24.2764,-47.2354,352990.0,Miracatu,3520,RRAS7,35121,VALE DO RIBEIRA,-24.2766,-47.4625,23.0581961071472,1
1.0,2.0,353730,Penápolis,3531,RRAS12,35023,CONSORCIOS DO DRS II,-21.4148,-50.0769,350440.0,Avanhandava,3531,RRAS12,35023,CONSORCIOS DO DRS II,-21.4584,-49.9509,13.925349866040907,2
1.0,2.0,353730,Penápolis,3531,RRAS12,35023,CONSORCIOS DO DRS II,-21.4148,-50.0769,350770.0,Braúna,3531,RRAS12,35023,CONSORCIOS DO DRS II,-21.499,-50.3175,26.624003357178008,2
1.0,2.0,353740,Pereira Barreto,3531,RRAS12,35022,LAGOS DO DRS II,-20.6368,-51.1123,355255.0,Suzanápolis,3531,RRAS12,35022,LAGOS DO DRS II,-20.4981,-51.0268,17.755871133794823,2
1.0,2.0,353780,Piedade,3519,RRAS8,35163,SOROCABA,-23.7139,-47.4256,351970.0,Ibiúna,3519,RRAS8,35163,SOROCABA,-23.6596,-47.223,21.521821949961804,21
1.0,2.0,353780,Piedade,3519,RRAS8,35163,SOROCABA,-23.7139,-47.4256,353790.0,Pilar do Sul,3519,RRAS8,35163,SOROCABA,-23.8077,-47.7222,31.97010376994568,1
1.0,2.0,353780,Piedade,3519,RRAS8,35163,SOROCABA,-23.7139,-47.4256,355350.0,Tapiraí,3519,RRAS8,35163,SOROCABA,-23.9612,-47.5062,28.594335938823612,3
1.0,2.0,353790,Pilar do Sul,3519,RRAS8,35163,SOROCABA,-23.8077,-47.7222,352230.0,Itapetininga,3519,RRAS8,35161,ITAPETININGA,-23.5886,-48.0483,41.169791780317865,1
1.0,2.0,353790,Pilar do Sul,3519,RRAS8,35163,SOROCABA,-23.8077,-47.7222,353780.0,Piedade,3519,RRAS8,35163,SOROCABA,-23.7139,-47.4256,31.97010376994568,2
1.0,2.0,353790,Pilar do Sul,3519,RRAS8,35163,SOROCABA,-23.8077,-47.7222,355020.0,São Miguel Arcanjo,3519,RRAS8,35161,ITAPETININGA,-23.8782,-47.9935,28.72045031953473,1
1.0,2.0,353790,Pilar do Sul,3519,RRAS8,35163,SOROCABA,-23.8077,-47.7222,355110.0,Sarapuí,3519,RRAS8,35161,ITAPETININGA,-23.6397,-47.8249,21.351217113463072,1
1.0,2.0,353800,Pindamonhangaba,3526,RRAS17,35174,VALE DO PARAIBA REGIAO SERRANA,-22.9246,-45.4613,355410.0,Taubaté,3526,RRAS17,35174,VALE DO PARAIBA REGIAO SERRANA,-23.0104,-45.5593,13.830358685130625,3
1.0,2.0,353820,Pinhalzinho,3527,RRAS16,35071,BRAGANCA,-22.7811,-46.5897,353680.0,Pedra Bela,3527,RRAS16,35071,BRAGANCA,-22.7902,-46.4455,14.841242428339886,9
1.0,2.0,353820,Pinhalzinho,3527,RRAS16,35071,BRAGANCA,-22.7811,-46.5897,355210.0,Socorro,3527,RRAS16,35071,BRAGANCA,-22.5903,-46.5251,22.14735570239228,3
1.0,2.0,353820,Pinhalzinho,3527,RRAS16,35071,BRAGANCA,-22.7811,-46.5897,355495.0,Tuiuti,3527,RRAS16,35071,BRAGANCA,-22.8193,-46.6937,11.485409795333666,1
1.0,2.0,353850,Piquete,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,-22.6069,-45.1869,350860.0,Cachoeira Paulista,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,-22.6665,-45.0154,18.824274167409563,1
1.0,2.0,353860,Piracaia,3527,RRAS16,35071,BRAGANCA,-23.0525,-46.3594,350410.0,Atibaia,3527,RRAS16,35071,BRAGANCA,-23.1171,-46.5563,21.405001502942778,1
